word,value,condition,variable,model
cottage,6,20b,fam,35
trust,6.5,20b,fam,35
progress,6.5,20b,fam,35
sleep,6,20b,fam,35
walnut,6,20b,fam,35
squash,5.5,20b,fam,35
dessert,6,20b,fam,35
coffin,5.5,20b,fam,35
lobster,6,20b,fam,35
pause,5.5,20b,fam,35
forge,5.5,20b,fam,35
police,6.5,20b,fam,35
pheasant,5.5,20b,fam,35
princess,6.5,20b,fam,35
caution,6,20b,fam,35
soldier,6,20b,fam,35
piece,6,20b,fam,35
hostage,5.5,20b,fam,35
rubble,5.5,20b,fam,35
honey,6,20b,fam,35
yeast,5.5,20b,fam,35
essence,6,20b,fam,35
success,6.5,20b,fam,35
contract,6,20b,fam,35
bondage,5,20b,fam,35
glacier,5.5,20b,fam,35
toilet,5.5,20b,fam,35
kill,6,20b,fam,35
parade,4.5,20b,fam,35
script,6.5,20b,fam,35
couch,6,20b,fam,35
talent,6.5,20b,fam,35
cough,4,20b,fam,35
date,5.5,20b,fam,35
guitar,6.5,20b,fam,35
pelvis,3.5,20b,fam,35
dread,4,20b,fam,35
faith,6.5,20b,fam,35
affair,5,20b,fam,35
harvest,5.5,20b,fam,35
picture,6,20b,fam,35
circuit,5.5,20b,fam,35
spirit,6,20b,fam,35
ruffle,4.5,20b,fam,35
prestige,6,20b,fam,35
issue,5.5,20b,fam,35
fuss,4,20b,fam,35
moisture,4.5,20b,fam,35
pest,4,20b,fam,35
pity,5,20b,fam,35
cancer,6.5,20b,fam,35
breast,6,20b,fam,35
aisle,5,20b,fam,35
trouble,5.5,20b,fam,35
sandwich,6,20b,fam,35
despair,4.5,20b,fam,35
basket,5.5,20b,fam,35
mug,5,20b,fam,35
ease,5.5,20b,fam,35
whisper,5.5,20b,fam,35
panther,5.5,20b,fam,35
taboo,4,20b,fam,35
service,6,20b,fam,35
troll,4,20b,fam,35
health,6.5,20b,fam,35
escort,5.5,20b,fam,35
carriage,5.5,20b,fam,35
leaf,5,20b,fam,35
hall,5.5,20b,fam,35
giraffe,5.5,20b,fam,35
waitress,5.5,20b,fam,35
settle,5.5,20b,fam,35
farewell,5,20b,fam,35
canoe,5,20b,fam,35
dare,5,20b,fam,35
strand,5,20b,fam,35
head,5.5,20b,fam,35
sparkle,5,20b,fam,35
passion,6,20b,fam,35
jewel,5.5,20b,fam,35
sentence,5.5,20b,fam,35
smear,4.5,20b,fam,35
snail,4,20b,fam,35
ladder,5,20b,fam,35
parrot,5,20b,fam,35
moment,5.5,20b,fam,35
method,5.5,20b,fam,35
forehead,5,20b,fam,35
reject,4.5,20b,fam,35
author,5.5,20b,fam,35
chest,5.5,20b,fam,35
packet,5,20b,fam,35
anger,5,20b,fam,35
ceiling,5,20b,fam,35
shrug,4.5,20b,fam,35
chord,5.5,20b,fam,35
toxin,4.5,20b,fam,35
cotton,5.5,20b,fam,35
mistress,5,20b,fam,35
comb,5,20b,fam,35
bliss,5.5,20b,fam,35
bounce,5,20b,fam,35
employ,5.5,20b,fam,35
button,5.5,20b,fam,35
art,6.5,20b,fam,35
chauffeur,5.5,20b,fam,35
line,6,20b,fam,35
pint,5,20b,fam,35
pension,4.5,20b,fam,35
office,6.5,20b,fam,35
risk,6,20b,fam,35
picket,4,20b,fam,35
goose,5.5,20b,fam,35
mansion,4.5,20b,fam,35
food,7,20b,fam,35
shame,6,20b,fam,35
mother,7,20b,fam,35
prince,6.5,20b,fam,35
power,7,20b,fam,35
version,6,20b,fam,35
outrage,5.5,20b,fam,35
wit,5,20b,fam,35
project,6.5,20b,fam,35
gain,6,20b,fam,35
phantom,4.5,20b,fam,35
leopard,4,20b,fam,35
incest,1,20b,fam,35
luck,5.5,20b,fam,35
dinner,6.5,20b,fam,35
sorrow,5.5,20b,fam,35
tumble,4.5,20b,fam,35
hand,6.5,20b,fam,35
myth,5,20b,fam,35
stock,6,20b,fam,35
hit,6,20b,fam,35
lettuce,5.5,20b,fam,35
malice,4,20b,fam,35
snort,4,20b,fam,35
shaft,5,20b,fam,35
baby,6.5,20b,fam,35
garbage,5,20b,fam,35
ulcer,3.5,20b,fam,35
disgust,5.5,20b,fam,35
report,6.5,20b,fam,35
fraud,4.5,20b,fam,35
bowl,6,20b,fam,35
delight,6.5,20b,fam,35
tulip,5,20b,fam,35
reptile,4.5,20b,fam,35
city,6.5,20b,fam,35
bonnet,5,20b,fam,35
seed,5.5,20b,fam,35
treasure,6,20b,fam,35
clover,5.5,20b,fam,35
jacket,6,20b,fam,35
apron,5.5,20b,fam,35
walrus,4.5,20b,fam,35
treason,4.5,20b,fam,35
methane,3,20b,fam,35
spit,4,20b,fam,35
shark,5.5,20b,fam,35
rain,6,20b,fam,35
stomach,5.5,20b,fam,35
stove,6,20b,fam,35
triumph,6.5,20b,fam,35
county,6,20b,fam,35
product,6,20b,fam,35
aspect,5.5,20b,fam,35
closure,5.5,20b,fam,35
ban,5.5,20b,fam,35
beer,6,20b,fam,35
pumpkin,5.5,20b,fam,35
wrestle,5,20b,fam,35
item,6,20b,fam,35
resort,6,20b,fam,35
tiger,6,20b,fam,35
fault,5.5,20b,fam,35
wisdom,6.5,20b,fam,35
hammock,5,20b,fam,35
artist,6.5,20b,fam,35
metal,6,20b,fam,35
pillow,6,20b,fam,35
notion,5,20b,fam,4
crisis,6,20b,fam,4
trousers,5.5,20b,fam,4
cure,6,20b,fam,4
wood,6.5,20b,fam,4
figment,4,20b,fam,4
mammal,5.5,20b,fam,4
rattle,5,20b,fam,4
trumpet,5.5,20b,fam,4
belief,6.5,20b,fam,4
python,5,20b,fam,4
jungle,5.5,20b,fam,4
wallet,6,20b,fam,4
ham,6,20b,fam,4
mood,6.5,20b,fam,4
terror,5.5,20b,fam,4
tortoise,5,20b,fam,4
pupil,6,20b,fam,4
bead,4.5,20b,fam,4
column,5.5,20b,fam,4
greed,5.5,20b,fam,4
husband,7,20b,fam,4
surgeon,6,20b,fam,4
boast,5,20b,fam,4
slum,5,20b,fam,4
midst,4.5,20b,fam,4
leisure,6,20b,fam,4
sister,7,20b,fam,4
necklace,6,20b,fam,4
sword,5.5,20b,fam,4
blood,6.5,20b,fam,4
pamphlet,5,20b,fam,4
applause,6,20b,fam,4
culture,6.5,20b,fam,4
string,6,20b,fam,4
fortress,5,20b,fam,4
moth,4.5,20b,fam,4
feat,5,20b,fam,4
guilt,5.5,20b,fam,4
context,6,20b,fam,4
knock,6.5,20b,fam,4
people,7,20b,fam,4
spring,6.5,20b,fam,4
virtue,5.5,20b,fam,4
contempt,5,20b,fam,4
apple,7,20b,fam,4
bulge,4.5,20b,fam,4
chew,6,20b,fam,4
device,6.5,20b,fam,4
castle,5.5,20b,fam,4
beggar,5,20b,fam,4
town,7,20b,fam,4
complex,6,20b,fam,4
pride,6.5,20b,fam,4
ordeal,5,20b,fam,4
reason,7,20b,fam,4
bandage,5.5,20b,fam,4
dandruff,4.5,20b,fam,4
game,7,20b,fam,4
heaven,6,20b,fam,4
handle,6.5,20b,fam,4
whimper,4.5,20b,fam,4
caress,5,20b,fam,4
battle,6,20b,fam,4
doom,5,20b,fam,4
cuddle,5.5,20b,fam,4
arson,4,20b,fam,4
usher,4.5,20b,fam,4
passage,5.5,20b,fam,4
mural,4.5,20b,fam,4
whore,3.5,20b,fam,4
lust,5,20b,fam,4
pleasure,6.5,20b,fam,4
romance,6.5,20b,fam,4
crude,5,20b,fam,4
carcass,4,20b,fam,4
saloon,4.5,20b,fam,4
slope,5,20b,fam,4
respect,5.5,20b,fam,4
suburb,4,20b,fam,4
dance,6,20b,fam,4
monkey,5,20b,fam,4
victim,5,20b,fam,4
typhoon,3.5,20b,fam,4
hope,6,20b,fam,4
carpet,5,20b,fam,4
table,7,20b,fam,4
luggage,5,20b,fam,4
scalpel,3,20b,fam,4
recall,5.5,20b,fam,4
class,6,20b,fam,4
toast,5.5,20b,fam,4
model,5.5,20b,fam,4
crystal,4.5,20b,fam,4
candle,5,20b,fam,4
mischief,4,20b,fam,4
phase,5,20b,fam,4
spinach,5,20b,fam,4
throat,5,20b,fam,4
duty,5.5,20b,fam,4
wrath,4,20b,fam,4
urge,5,20b,fam,4
cricket,4.5,20b,fam,4
balloon,5.5,20b,fam,4
punch,5,20b,fam,4
compass,4.5,20b,fam,4
gloom,4,20b,fam,4
console,4.5,20b,fam,4
blister,4,20b,fam,4
glee,4.5,20b,fam,4
desert,5,20b,fam,4
courage,5.5,20b,fam,4
vowel,4,20b,fam,4
candy,5.5,20b,fam,4
doctor,6,20b,fam,4
monarch,4,20b,fam,4
lumber,4,20b,fam,4
plasma,3.5,20b,fam,4
anchor,4.5,20b,fam,4
hostess,4,20b,fam,4
fire,6,20b,fam,4
neglect,4.5,20b,fam,4
doubt,5.5,20b,fam,4
ant,5,20b,fam,4
zebra,5,20b,fam,4
wish,5.5,20b,fam,4
mirror,5.5,20b,fam,4
consent,5,20b,fam,4
cloak,4,20b,fam,4
verge,4.5,20b,fam,4
puzzle,5,20b,fam,4
lunch,6,20b,fam,4
stretch,5.5,20b,fam,4
limit,5.5,20b,fam,4
merchant,4.5,20b,fam,4
trend,5,20b,fam,4
texture,4.5,20b,fam,4
sin,4.5,20b,fam,4
gist,4,20b,fam,4
vulture,3.5,20b,fam,4
fleet,4,20b,fam,4
smell,5.5,20b,fam,4
child,6.5,20b,fam,4
stride,5,20b,fam,4
nuisance,4.5,20b,fam,4
asthma,4,20b,fam,4
prison,5,20b,fam,4
shirt,6,20b,fam,4
junk,4.5,20b,fam,4
cushion,5,20b,fam,4
attempt,5.5,20b,fam,4
bitch,3.5,20b,fam,4
launch,5,20b,fam,4
grind,4.5,20b,fam,4
clergy,4,20b,fam,4
nurture,5,20b,fam,4
hurdle,5,20b,fam,4
doctrine,4,20b,fam,4
cattle,5.5,20b,fam,4
person,7,20b,fam,4
excuse,6,20b,fam,4
transit,5.5,20b,fam,4
squeeze,5.5,20b,fam,4
concept,6,20b,fam,4
message,6.5,20b,fam,4
role,6.5,20b,fam,4
needle,5.5,20b,fam,4
cease,5,20b,fam,4
island,6,20b,fam,4
nectar,4.5,20b,fam,4
mate,6,20b,fam,4
portrait,5.5,20b,fam,4
palace,5.5,20b,fam,4
function,6.5,20b,fam,4
slave,5,20b,fam,4
flourish,5,20b,fam,4
flea,4.5,20b,fam,4
camp,5.5,20b,fam,4
melon,5,20b,fam,4
crab,5,20b,fam,4
signal,6,20b,fam,4
fiction,6,20b,fam,4
blame,5.5,20b,fam,4
hate,6,20b,fam,4
stab,4.5,20b,fam,4
justice,6,20b,fam,4
knowledge,6.5,20b,fam,4
bowel,4,20b,fam,4
blouse,5,20b,fam,4
bracket,4.5,20b,fam,4
venom,4.5,20b,fam,4
donkey,5,20b,fam,4
fame,5.5,20b,fam,4
sweater,6,20b,fam,4
marvel,5,20b,fam,4
plea,5,20b,fam,4
menace,5,20b,fam,4
curtain,5.5,20b,fam,4
traffic,6.5,20b,fam,4
impress,5.5,20b,fam,4
status,6,20b,fam,4
monster,5.5,20b,fam,4
freedom,6.5,20b,fam,4
costume,5.5,20b,fam,4
breakfast,7,20b,fam,4
lace,5,20b,fam,4
morsel,4.5,20b,fam,4
neutral,5.5,20b,fam,4
cottage,5.5,20b,fam,4
trust,6.5,20b,fam,4
progress,6.5,20b,fam,4
sleep,7,20b,fam,4
walnut,4.5,20b,fam,4
squash,5,20b,fam,4
dessert,6,20b,fam,4
coffin,4.5,20b,fam,4
lobster,5,20b,fam,4
pause,6,20b,fam,4
forge,4.5,20b,fam,4
police,7,20b,fam,4
pheasant,4,20b,fam,4
princess,5.5,20b,fam,4
caution,6,20b,fam,4
soldier,6,20b,fam,4
piece,6.5,20b,fam,4
hostage,5,20b,fam,4
rubble,4.5,20b,fam,4
honey,6,20b,fam,4
yeast,4.5,20b,fam,4
essence,5,20b,fam,4
success,6.5,20b,fam,4
contract,6,20b,fam,4
bondage,4,20b,fam,4
glacier,4.5,20b,fam,4
toilet,6.5,20b,fam,4
kill,5,20b,fam,4
parade,5.5,20b,fam,4
script,5,20b,fam,4
couch,6.5,20b,fam,4
talent,6,20b,fam,4
cough,6,20b,fam,4
date,6.5,20b,fam,4
guitar,6,20b,fam,4
pelvis,4.5,20b,fam,4
dread,5,20b,fam,4
faith,6,20b,fam,4
affair,5.5,20b,fam,4
harvest,5,20b,fam,4
picture,6.5,20b,fam,4
circuit,5,20b,fam,4
spirit,6,20b,fam,4
ruffle,4.5,20b,fam,4
prestige,5.5,20b,fam,4
issue,6.5,20b,fam,4
fuss,5.5,20b,fam,4
moisture,5,20b,fam,4
pest,5,20b,fam,4
pity,5.5,20b,fam,4
cancer,6,20b,fam,4
breast,5.5,20b,fam,4
aisle,5.5,20b,fam,4
trouble,6,20b,fam,4
sandwich,6.5,20b,fam,4
despair,5,20b,fam,4
basket,5.5,20b,fam,4
mug,6,20b,fam,4
ease,6,20b,fam,4
whisper,5.5,20b,fam,4
panther,4.5,20b,fam,4
taboo,5,20b,fam,4
service,6.5,20b,fam,4
troll,4.5,20b,fam,4
health,6.5,20b,fam,4
escort,5,20b,fam,4
carriage,5,20b,fam,4
leaf,6,20b,fam,4
hall,6,20b,fam,4
giraffe,5.5,20b,fam,4
waitress,5.5,20b,fam,4
settle,6,20b,fam,4
farewell,5.5,20b,fam,4
canoe,5,20b,fam,4
dare,5.5,20b,fam,4
strand,5,20b,fam,4
head,7,20b,fam,4
sparkle,5,20b,fam,4
passion,6,20b,fam,4
jewel,5.5,20b,fam,4
sentence,6,20b,fam,4
smear,5,20b,fam,4
snail,5,20b,fam,4
ladder,5.5,20b,fam,4
parrot,5,20b,fam,4
moment,6.5,20b,fam,4
method,6,20b,fam,4
forehead,5.5,20b,fam,4
reject,5.5,20b,fam,4
author,5.5,20b,fam,4
chest,6,20b,fam,4
packet,5,20b,fam,4
anger,6,20b,fam,4
ceiling,5.5,20b,fam,4
shrug,5,20b,fam,4
chord,5,20b,fam,4
toxin,4.5,20b,fam,4
cotton,6,20b,fam,4
mistress,4.5,20b,fam,4
comb,5.5,20b,fam,4
bliss,5,20b,fam,4
bounce,5.5,20b,fam,4
employ,6,20b,fam,4
button,6.5,20b,fam,4
art,6.5,20b,fam,4
chauffeur,4,20b,fam,4
line,6,20b,fam,4
pint,5,20b,fam,4
pension,5.5,20b,fam,4
office,6.5,20b,fam,4
risk,6,20b,fam,4
picket,4.5,20b,fam,4
goose,5,20b,fam,4
mansion,5.5,20b,fam,4
food,7,20b,fam,4
shame,5.5,20b,fam,4
mother,7,20b,fam,4
prince,5.5,20b,fam,4
power,6.5,20b,fam,4
version,6,20b,fam,4
outrage,5,20b,fam,4
wit,5,20b,fam,4
project,6.5,20b,fam,4
gain,6,20b,fam,4
phantom,4,20b,fam,4
leopard,4.5,20b,fam,4
incest,3,20b,fam,4
luck,6,20b,fam,4
dinner,6.5,20b,fam,4
sorrow,5,20b,fam,4
tumble,4.5,20b,fam,4
hand,7,20b,fam,4
myth,5,20b,fam,4
stock,6,20b,fam,4
hit,6.5,20b,fam,4
lettuce,5.5,20b,fam,4
malice,4.5,20b,fam,4
snort,3.5,20b,fam,4
shaft,4,20b,fam,4
baby,7,20b,fam,4
garbage,5.5,20b,fam,4
ulcer,4,20b,fam,4
disgust,5,20b,fam,4
report,6.5,20b,fam,4
fraud,5,20b,fam,4
bowl,5.5,20b,fam,4
delight,5.5,20b,fam,4
tulip,5,20b,fam,4
reptile,4.5,20b,fam,4
city,7,20b,fam,4
bonnet,4,20b,fam,4
seed,5.5,20b,fam,4
treasure,5.5,20b,fam,4
clover,4.5,20b,fam,4
jacket,6,20b,fam,4
apron,4.5,20b,fam,4
walrus,3.5,20b,fam,4
treason,4,20b,fam,4
methane,4,20b,fam,4
spit,5,20b,fam,4
shark,5.5,20b,fam,4
rain,6.5,20b,fam,4
stomach,6,20b,fam,4
stove,5.5,20b,fam,4
triumph,5.5,20b,fam,4
county,5.5,20b,fam,4
product,6.5,20b,fam,4
aspect,6,20b,fam,4
closure,5,20b,fam,4
ban,5.5,20b,fam,4
beer,6.5,20b,fam,4
pumpkin,5.5,20b,fam,4
wrestle,4.5,20b,fam,4
item,6,20b,fam,4
resort,5.5,20b,fam,4
tiger,5.5,20b,fam,4
fault,5.5,20b,fam,4
wisdom,5.5,20b,fam,4
hammock,4,20b,fam,4
artist,6,20b,fam,4
metal,6,20b,fam,4
pillow,6,20b,fam,4
notion,10000,20b,freq,35
crisis,2000,20b,freq,35
trousers,500,20b,freq,35
cure,10000,20b,freq,35
wood,5000,20b,freq,35
figment,100,20b,freq,35
mammal,1000,20b,freq,35
rattle,1000,20b,freq,35
trumpet,1000,20b,freq,35
belief,10000,20b,freq,35
python,100,20b,freq,35
jungle,1000,20b,freq,35
wallet,500,20b,freq,35
ham,100,20b,freq,35
mood,10000,20b,freq,35
terror,1000,20b,freq,35
tortoise,100,20b,freq,35
pupil,1000,20b,freq,35
bead,1000,20b,freq,35
column,500,20b,freq,35
greed,1000,20b,freq,35
husband,500,20b,freq,35
surgeon,200,20b,freq,35
boast,1000,20b,freq,35
slum,500,20b,freq,35
midst,1000,20b,freq,35
leisure,1000,20b,freq,35
sister,1000,20b,freq,35
necklace,500,20b,freq,35
sword,1000,20b,freq,35
blood,2000,20b,freq,35
pamphlet,500,20b,freq,35
applause,100,20b,freq,35
culture,1000,20b,freq,35
string,2000,20b,freq,35
fortress,100,20b,freq,35
moth,1000,20b,freq,35
feat,1000,20b,freq,35
guilt,1000,20b,freq,35
context,1000,20b,freq,35
knock,1000,20b,freq,35
people,20000,20b,freq,35
spring,2000,20b,freq,35
virtue,1000,20b,freq,35
contempt,500,20b,freq,35
apple,1000,20b,freq,35
bulge,500,20b,freq,35
chew,1000,20b,freq,35
device,1000,20b,freq,35
castle,500,20b,freq,35
beggar,500,20b,freq,35
town,5000,20b,freq,35
complex,500,20b,freq,35
pride,1000,20b,freq,35
ordeal,200,20b,freq,35
reason,10000,20b,freq,35
bandage,500,20b,freq,35
dandruff,100,20b,freq,35
game,5000,20b,freq,35
heaven,1000,20b,freq,35
handle,1000,20b,freq,35
whimper,500,20b,freq,35
caress,500,20b,freq,35
battle,1000,20b,freq,35
doom,1000,20b,freq,35
cuddle,500,20b,freq,35
arson,100,20b,freq,35
usher,200,20b,freq,35
passage,1000,20b,freq,35
mural,100,20b,freq,35
whore,200,20b,freq,35
lust,500,20b,freq,35
pleasure,1000,20b,freq,35
romance,1000,20b,freq,35
crude,1000,20b,freq,35
carcass,100,20b,freq,35
saloon,100,20b,freq,35
slope,500,20b,freq,35
respect,1000,20b,freq,35
suburb,500,20b,freq,35
dance,5000,20b,freq,35
monkey,1000,20b,freq,35
victim,1000,20b,freq,35
typhoon,500,20b,freq,35
hope,2000,20b,freq,35
carpet,1000,20b,freq,35
table,3000,20b,freq,35
luggage,500,20b,freq,35
scalpel,100,20b,freq,35
recall,1000,20b,freq,35
class,4000,20b,freq,35
toast,1500,20b,freq,35
model,1500,20b,freq,35
crystal,500,20b,freq,35
candle,1500,20b,freq,35
mischief,500,20b,freq,35
phase,1000,20b,freq,35
spinach,500,20b,freq,35
throat,1500,20b,freq,35
duty,1000,20b,freq,35
wrath,500,20b,freq,35
urge,1000,20b,freq,35
cricket,1000,20b,freq,35
balloon,2000,20b,freq,35
punch,1000,20b,freq,35
compass,1000,20b,freq,35
gloom,500,20b,freq,35
console,1500,20b,freq,35
blister,500,20b,freq,35
glee,500,20b,freq,35
desert,1000,20b,freq,35
courage,2000,20b,freq,35
vowel,1000,20b,freq,35
candy,1000,20b,freq,35
doctor,500,20b,freq,35
monarch,500,20b,freq,35
lumber,500,20b,freq,35
plasma,500,20b,freq,35
anchor,1500,20b,freq,35
hostess,500,20b,freq,35
fire,2000,20b,freq,35
neglect,500,20b,freq,35
doubt,2000,20b,freq,35
ant,1500,20b,freq,35
zebra,500,20b,freq,35
wish,3000,20b,freq,35
mirror,1000,20b,freq,35
consent,1000,20b,freq,35
cloak,500,20b,freq,35
verge,500,20b,freq,35
puzzle,1000,20b,freq,35
lunch,2000,20b,freq,35
stretch,500,20b,freq,35
limit,2000,20b,freq,35
merchant,500,20b,freq,35
trend,1000,20b,freq,35
texture,500,20b,freq,35
sin,1000,20b,freq,35
gist,1000,20b,freq,35
vulture,500,20b,freq,35
fleet,500,20b,freq,35
smell,2000,20b,freq,35
child,5000,20b,freq,35
stride,500,20b,freq,35
nuisance,1000,20b,freq,35
asthma,500,20b,freq,35
prison,1000,20b,freq,35
shirt,2000,20b,freq,35
junk,500,20b,freq,35
cushion,1000,20b,freq,35
attempt,1500,20b,freq,35
bitch,500,20b,freq,35
launch,1000,20b,freq,35
grind,500,20b,freq,35
clergy,500,20b,freq,35
nurture,1000,20b,freq,35
hurdle,100,20b,freq,35
doctrine,200,20b,freq,35
cattle,300,20b,freq,35
person,4000,20b,freq,35
excuse,500,20b,freq,35
transit,600,20b,freq,35
squeeze,700,20b,freq,35
concept,800,20b,freq,35
message,9000,20b,freq,35
role,1000,20b,freq,35
needle,1100,20b,freq,35
cease,1200,20b,freq,35
island,1300,20b,freq,35
nectar,1400,20b,freq,35
mate,1500,20b,freq,35
portrait,1600,20b,freq,35
palace,1700,20b,freq,35
function,1800,20b,freq,35
slave,1900,20b,freq,35
flourish,2000,20b,freq,35
flea,2100,20b,freq,35
camp,2200,20b,freq,35
melon,2300,20b,freq,35
crab,2400,20b,freq,35
signal,2500,20b,freq,35
fiction,2600,20b,freq,35
blame,2700,20b,freq,35
hate,2800,20b,freq,35
stab,2900,20b,freq,35
justice,3000,20b,freq,35
knowledge,3100,20b,freq,35
bowel,3200,20b,freq,35
blouse,3300,20b,freq,35
bracket,3400,20b,freq,35
venom,3500,20b,freq,35
donkey,3600,20b,freq,35
fame,3700,20b,freq,35
sweater,3800,20b,freq,35
marvel,3900,20b,freq,35
plea,4000,20b,freq,35
menace,4100,20b,freq,35
curtain,4200,20b,freq,35
traffic,4300,20b,freq,35
impress,4400,20b,freq,35
status,4500,20b,freq,35
monster,4600,20b,freq,35
freedom,4700,20b,freq,35
costume,4800,20b,freq,35
breakfast,4900,20b,freq,35
lace,5000,20b,freq,35
morsel,5100,20b,freq,35
neutral,5200,20b,freq,35
cottage,5300,20b,freq,35
trust,5400,20b,freq,35
progress,5500,20b,freq,35
sleep,5600,20b,freq,35
walnut,5700,20b,freq,35
squash,5800,20b,freq,35
dessert,5900,20b,freq,35
coffin,6000,20b,freq,35
lobster,6100,20b,freq,35
pause,6200,20b,freq,35
forge,6300,20b,freq,35
police,6400,20b,freq,35
pheasant,6500,20b,freq,35
princess,6600,20b,freq,35
caution,6700,20b,freq,35
soldier,6800,20b,freq,35
piece,6900,20b,freq,35
hostage,7000,20b,freq,35
rubble,7100,20b,freq,35
honey,7200,20b,freq,35
yeast,7300,20b,freq,35
essence,7400,20b,freq,35
success,7500,20b,freq,35
contract,7600,20b,freq,35
bondage,7700,20b,freq,35
glacier,7800,20b,freq,35
toilet,10,20b,freq,35
kill,25,20b,freq,35
parade,8,20b,freq,35
script,14,20b,freq,35
couch,12,20b,freq,35
talent,20,20b,freq,35
cough,6,20b,freq,35
date,18,20b,freq,35
guitar,16,20b,freq,35
pelvis,4,20b,freq,35
dread,8,20b,freq,35
faith,22,20b,freq,35
affair,8,20b,freq,35
harvest,10,20b,freq,35
picture,30,20b,freq,35
circuit,6,20b,freq,35
spirit,24,20b,freq,35
ruffle,4,20b,freq,35
prestige,10,20b,freq,35
issue,16,20b,freq,35
fuss,4,20b,freq,35
moisture,6,20b,freq,35
pest,8,20b,freq,35
pity,12,20b,freq,35
cancer,8,20b,freq,35
breast,10,20b,freq,35
aisle,10,20b,freq,35
trouble,28,20b,freq,35
sandwich,14,20b,freq,35
despair,10,20b,freq,35
basket,12,20b,freq,35
mug,20,20b,freq,35
ease,16,20b,freq,35
whisper,8,20b,freq,35
panther,12,20b,freq,35
taboo,6,20b,freq,35
service,18,20b,freq,35
troll,6,20b,freq,35
health,24,20b,freq,35
escort,8,20b,freq,35
carriage,10,20b,freq,35
leaf,14,20b,freq,35
hall,16,20b,freq,35
giraffe,6,20b,freq,35
waitress,10,20b,freq,35
settle,18,20b,freq,35
farewell,6,20b,freq,35
canoe,6,20b,freq,35
dare,12,20b,freq,35
strand,10,20b,freq,35
head,26,20b,freq,35
sparkle,8,20b,freq,35
passion,22,20b,freq,35
jewel,12,20b,freq,35
sentence,20,20b,freq,35
smear,6,20b,freq,35
snail,6,20b,freq,35
ladder,8,20b,freq,35
parrot,6,20b,freq,35
moment,24,20b,freq,35
method,16,20b,freq,35
forehead,8,20b,freq,35
reject,10,20b,freq,35
author,18,20b,freq,35
chest,12,20b,freq,35
packet,8,20b,freq,35
anger,14,20b,freq,35
ceiling,10,20b,freq,35
shrug,12,20b,freq,35
chord,12,20b,freq,35
toxin,6,20b,freq,35
cotton,18,20b,freq,35
mistress,6,20b,freq,35
comb,10,20b,freq,35
bliss,8,20b,freq,35
bounce,8,20b,freq,35
employ,16,20b,freq,35
button,12,20b,freq,35
art,500,20b,freq,35
chauffeur,3,20b,freq,35
line,10000,20b,freq,35
pint,10,20b,freq,35
pension,20,20b,freq,35
office,5000,20b,freq,35
risk,200,20b,freq,35
picket,5,20b,freq,35
goose,5,20b,freq,35
mansion,50,20b,freq,35
food,1000,20b,freq,35
shame,50,20b,freq,35
mother,1000,20b,freq,35
prince,10,20b,freq,35
power,1000,20b,freq,35
version,100,20b,freq,35
outrage,10,20b,freq,35
wit,100,20b,freq,35
project,100,20b,freq,35
gain,500,20b,freq,35
phantom,10,20b,freq,35
leopard,2,20b,freq,35
incest,1,20b,freq,35
luck,200,20b,freq,35
dinner,200,20b,freq,35
sorrow,100,20b,freq,35
tumble,20,20b,freq,35
hand,1000,20b,freq,35
myth,50,20b,freq,35
stock,500,20b,freq,35
hit,100,20b,freq,35
lettuce,20,20b,freq,35
malice,10,20b,freq,35
snort,5,20b,freq,35
shaft,50,20b,freq,35
baby,200,20b,freq,35
garbage,100,20b,freq,35
ulcer,10,20b,freq,35
disgust,50,20b,freq,35
report,200,20b,freq,35
fraud,10,20b,freq,35
bowl,100,20b,freq,35
delight,100,20b,freq,35
tulip,20,20b,freq,35
reptile,5,20b,freq,35
city,1000,20b,freq,35
bonnet,10,20b,freq,35
seed,100,20b,freq,35
treasure,50,20b,freq,35
clover,20,20b,freq,35
jacket,200,20b,freq,35
apron,20,20b,freq,35
walrus,10,20b,freq,35
treason,10,20b,freq,35
methane,5,20b,freq,35
spit,20,20b,freq,35
shark,5,20b,freq,35
rain,500,20b,freq,35
stomach,100,20b,freq,35
stove,50,20b,freq,35
triumph,10,20b,freq,35
county,200,20b,freq,35
product,200,20b,freq,35
aspect,100,20b,freq,35
closure,50,20b,freq,35
ban,50,20b,freq,35
beer,200,20b,freq,35
pumpkin,20,20b,freq,35
wrestle,10,20b,freq,35
item,500,20b,freq,35
resort,10,20b,freq,35
tiger,10,20b,freq,35
fault,100,20b,freq,35
wisdom,50,20b,freq,35
hammock,10,20b,freq,35
artist,50,20b,freq,35
metal,100,20b,freq,35
pillow,100,20b,freq,35
hurdle,500,20b,freq,4
notion,4000,20b,freq,4
crisis,3000,20b,freq,4
trousers,1500,20b,freq,4
cure,2500,20b,freq,4
wood,12000,20b,freq,4
figment,1000,20b,freq,4
mammal,1700,20b,freq,4
rattle,1000,20b,freq,4
trumpet,1500,20b,freq,4
belief,5000,20b,freq,4
python,500,20b,freq,4
jungle,2000,20b,freq,4
wallet,1500,20b,freq,4
ham,2000,20b,freq,4
mood,3500,20b,freq,4
terror,3000,20b,freq,4
tortoise,1300,20b,freq,4
pupil,3500,20b,freq,4
bead,700,20b,freq,4
column,2500,20b,freq,4
greed,1700,20b,freq,4
husband,5000,20b,freq,4
surgeon,1500,20b,freq,4
